county,site,total,dem,rep,estimated,basis,source
Williamson,Northstar Georgetown,842,,,,primary 2026,https://www.wilcotx.gov/DocumentCenter/View/18720/Unofficial-Early-Voting-Summary-for-the-March-3-2026-Primary
Collin,Collin College Farmersville Campus,829,396,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Bexar,Texas A&M University,826,724,102,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Bexar,Our Lady of the Lake University,824,730,94,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Fort Bend,ELECTIONS OFFICE,823,503,320,,primary 2026,https://www.fortbendcountytx.gov/sites/default/files/document-central/document-central/elections-documents/elections-results/2026/Early-Voting-by-Personal-Appearance-Statistics_9.xlsx
El Paso,Wellington Chew Senior Center,819,529,290,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
El Paso,Gonzalez Place,817,564,253,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Bexar,Palo Alto College,804,677,127,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Hidalgo,San Carlos Endowment Center,775,613,162,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
Dallas,Makkah Masjid IDEA,774,620,154,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Cameron,Rio Hondo Civic Center,767,507,260,,primary 2026,https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/01_2026_DEMOCRATIC_PRIMARY2-27-2026.pdf ; https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/02_2026_REPUBLICAN_PRIMARY2-27-2026.pdf
Hidalgo,Veterans Memorial Pavilion,703,614,89,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
Hidalgo,Hidalgo Public Library,695,603,92,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
Bexar,Macedonia Baptist Church,686,611,75,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Bexar,Mission Del Lago,670,469,201,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
El Paso,Memorial Park Senior Citizen Center,654,547,107,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Hidalgo,La Villa Multi-Purpose Bldg.,652,603,49,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
Denton,Frisco ISD Transportation West Facility,649,,,yes,Nov 2024 general x0.31,votedenton.gov 1124_11-01_ev_by_day_poll_pad.pdf
El Paso,Mountain View-Rae Gilmore Recreation Center,648,445,203,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Hidalgo,STC Nursing Campus Building B,630,479,151,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
Webb,LISD Transportaion,626,570,56,,primary 2026,https://www.webbcountytx.gov/DocumentCenter/View/2280/Daily-Totals-PDF
Nueces,Ellis Memorial Library,622,187,435,,primary 2026,https://www.nuecesco.com/home/showpublisheddocument/33305/639092555266430000
El Paso,El Paso County Northwest Annex,593,437,156,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Webb,Marcos Arranda Rec.,590,540,50,,primary 2026,https://www.webbcountytx.gov/DocumentCenter/View/2280/Daily-Totals-PDF
El Paso,Hilos De Plata Senior Center,588,497,91,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Dallas,City of Hutchins Municipal Center,566,513,53,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Denton,Texas Woman's University Hubbard Hall,558,,,yes,Nov 2024 general x0.31,votedenton.gov 1124_11-01_ev_by_day_poll_pad.pdf
Denton,Hackberry City Hall,547,,,yes,Nov 2024 general x0.31,votedenton.gov 1124_11-01_ev_by_day_poll_pad.pdf
El Paso,YWCA- Central,542,456,86,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Denton,Shady Shores Community Center,541,,,yes,Nov 2024 general x0.31,votedenton.gov 1124_11-01_ev_by_day_poll_pad.pdf
Cameron,UTRGV Student Union Salon Gardenia,517,466,51,,primary 2026,https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/01_2026_DEMOCRATIC_PRIMARY2-27-2026.pdf ; https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/02_2026_REPUBLICAN_PRIMARY2-27-2026.pdf
Fort Bend,BEASLEY CITY HALL,517,187,330,,primary 2026,https://www.fortbendcountytx.gov/sites/default/files/document-central/document-central/elections-documents/elections-results/2026/Early-Voting-by-Personal-Appearance-Statistics_9.xlsx
Bexar,Frank Garrett Multi Service Center,516,451,65,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
Dallas,Elections Training / Warehouse,502,395,107,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
El Paso,Wayne Thornton Community Center at Grandview,502,402,100,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Bexar,St. Phillips College,500,457,43,,primary 2026,https://earlyvotecounts.bexar.org/ (Wayback capture http://web.archive.org/web/20260306200258/https://earlyvotecounts.bexar.org/)
El Paso,Commissioner's Corner,499,321,178,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
El Paso,Canutillo Nutrition Center,495,330,165,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Dallas,Islamic Center of Irving,467,443,24,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Nueces,Bishop Multipurpose Building,462,205,257,,primary 2026,https://www.nuecesco.com/home/showpublisheddocument/33305/639092555266430000
Hidalgo,Progreso Family Community Center,442,346,96,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
Denton,Briarwood Retreat Center,425,,,yes,Nov 2024 general x0.31,votedenton.gov 1124_11-01_ev_by_day_poll_pad.pdf
Williamson,Florence City Hall,422,,,,primary 2026,https://www.wilcotx.gov/DocumentCenter/View/18720/Unofficial-Early-Voting-Summary-for-the-March-3-2026-Primary
Dallas,Jaycee Zaragoza Recreation Center,417,386,31,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Dallas,Wilmer Community Center,391,325,66,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Dallas,Singing Hills Recreation Center,383,367,16,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
El Paso,Fabens Community Center,366,282,84,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Dallas,Envision Dallas,335,265,70,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
El Paso,Clint Junior High School,328,226,102,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Cameron,Cameron County Brownsville Annex (Levee Building),322,277,45,,primary 2026,https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/01_2026_DEMOCRATIC_PRIMARY2-27-2026.pdf ; https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/02_2026_REPUBLICAN_PRIMARY2-27-2026.pdf
El Paso,City of San Elizario Municipal Court,318,274,44,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Cameron,Santa Rosa Maria Luisa Ruiz Guerra County Annex Bldg.,308,217,91,,primary 2026,https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/01_2026_DEMOCRATIC_PRIMARY2-27-2026.pdf ; https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/02_2026_REPUBLICAN_PRIMARY2-27-2026.pdf
Webb,El Cenizo Com. Cntr.,301,291,10,,primary 2026,https://www.webbcountytx.gov/DocumentCenter/View/2280/Daily-Totals-PDF
Hidalgo,Monte Alto ISD Teaching and Learning Center,291,257,34,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
El Paso,EPCC Transmountain Campus,284,211,73,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Cameron,Bob Clark Social Service Center,282,231,51,,primary 2026,https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/01_2026_DEMOCRATIC_PRIMARY2-27-2026.pdf ; https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/02_2026_REPUBLICAN_PRIMARY2-27-2026.pdf
Hidalgo,Pct.3 Fields Operations Office,278,256,22,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
El Paso,South El Paso Senior Center,276,236,40,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Dallas,Esperanza Comm Ctr at Dobie,243,190,53,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
El Paso,La Fe Montana Vista Community Center,243,216,27,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Dallas,Madinah Masjid of Carrollton,242,218,24,,primary 2026,https://www.dallascountyvotes.org/wp-content/uploads/2026/02/Early-Voting-Turnout-By-Date-Location-Party-Report_02.28.26.xlsx
Webb,Bruni Com. Cntr.,173,171,2,,primary 2026,https://www.webbcountytx.gov/DocumentCenter/View/2280/Daily-Totals-PDF
Denton,Lakewood Village Town Hall,173,,,yes,Nov 2024 general x0.31,votedenton.gov 1124_11-01_ev_by_day_poll_pad.pdf
Hidalgo,Granjeno Public Facility,163,109,54,,primary 2026,https://www.hidalgocounty.us/DocumentCenter/View/72057/EV-SUBS
El Paso,Agua Dulce Community Center,161,136,25,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
El Paso,Western Tech College,146,105,41,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Collin,Blue Ridge ISD Administration Building,128,61,,yes,Dem primary only; total est. x2.09,talarico-archive tag
Cameron,Los Indios Community Center,112,83,29,,primary 2026,https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/01_2026_DEMOCRATIC_PRIMARY2-27-2026.pdf ; https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/02_2026_REPUBLICAN_PRIMARY2-27-2026.pdf
El Paso,W.E. Neill Community Center,107,88,19,,primary 2026,https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/527/original/DEM_Early_Voting_Statistics.pdf ; https://ep-county-elections-production.s3.amazonaws.com/documents/files/000/006/525/original/REP_Early_Voting_Statistics.pdf
Brazoria,Angleton Limited,95,68,27,,primary 2026,https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29250/639078286362930000 (DEM; via web.archive.org/web/20260306001741) ; https://www.brazoriacountyclerktx.gov/home/showpublisheddocument/29248/639078206102900000 (REP; via web.archive.org/web/20260306001833)
Cameron,Santa Maria ISD Administrative Bldg.,86,67,19,,primary 2026,https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/01_2026_DEMOCRATIC_PRIMARY2-27-2026.pdf ; https://www.cameroncountytx.gov/elections/wp-content/uploads/2026/02/02_2026_REPUBLICAN_PRIMARY2-27-2026.pdf
